1,215,0.91667
2,56,0.70556
3,38,0.67500
4,51,0.65833
5,125,0.65833
6,170,0.65833
7,5,0.56667
8,47,0.56667
9,53,0.56667
10,65,0.56667
11,72,0.56667
12,78,0.56667
13,85,0.56667
14,87,0.56667
15,96,0.56667
16,99,0.56667
17,127,0.56667
18,129,0.56667
19,139,0.56667
20,152,0.56667
21,207,0.56667
22,220,0.56667
23,232,0.56667
24,39,0.52500
25,235,0.52500
26,115,0.47778
27,184,0.47778
28,30,0.45667
29,175,0.44722
30,22,0.41667
31,122,0.41667
32,196,0.41667
33,121,0.39833
34,164,0.39833
35,15,0.35000
36,18,0.35000
37,31,0.35000
38,36,0.35000
39,52,0.35000
40,70,0.35000
41,119,0.35000
42,138,0.35000
43,149,0.35000
44,150,0.35000
45,185,0.35000
46,194,0.35000
47,245,0.35000
48,24,0.35000
49,107,0.35000
50,197,0.35000
51,243,0.35000
52,17,0.34444
53,59,0.34444
54,173,0.34444
55,28,0.30833
56,71,0.30833
57,91,0.30833
58,94,0.30833
59,124,0.30833
60,199,0.30833
61,229,0.30833
62,239,0.30833
63,248,0.30833
64,144,0.27222
65,223,0.27222
66,79,0.26667
67,64,0.24556
68,77,0.24556
69,141,0.24556
70,225,0.24556
71,10,0.24167
72,41,0.23611
73,193,0.23611
74,16,0.22333
75,14,0.21667
76,32,0.21667
77,49,0.21667
78,86,0.21667
79,113,0.21667
80,133,0.21667
81,143,0.21667
82,156,0.21667
83,208,0.21667
84,209,0.21667
85,69,0.21500
86,222,0.21500
87,98,0.19667
88,136,0.19667
89,48,0.13889
90,68,0.13889
91,92,0.13889
92,108,0.13889
93,117,0.13889
94,137,0.13889
95,187,0.13889
96,189,0.13889
97,190,0.13889
98,198,0.13889
99,219,0.13889
100,21,0.13333
101,23,0.13333
102,25,0.13333
103,104,0.13333
104,116,0.13333
105,126,0.13333
106,155,0.13333
107,178,0.13333
108,195,0.13333
109,212,0.13333
110,213,0.13333
111,246,0.13333
112,8,0.12778
113,42,0.12778
114,58,0.12778
115,75,0.12778
116,80,0.12778
117,105,0.12778
118,128,0.12778
119,151,0.12778
120,158,0.12778
121,179,0.12778
122,204,0.12778
123,224,0.12778
124,13,0.10833
125,19,0.10833
126,45,0.10833
127,88,0.10833
128,134,0.10833
129,153,0.10833
130,168,0.10833
131,171,0.10833
132,177,0.10833
133,180,0.10833
134,244,0.10833
135,20,0.10667
136,43,0.10667
137,57,0.10667
138,82,0.10667
139,90,0.10667
140,97,0.10667
141,123,0.10667
142,145,0.10667
143,167,0.10667
144,172,0.10667
145,200,0.10667
146,54,0.09000
147,62,0.09000
148,66,0.09000
149,114,0.09000
150,118,0.09000
151,132,0.09000
152,140,0.09000
153,142,0.09000
154,165,0.09000
155,166,0.09000
156,181,0.09000
157,216,0.09000
158,218,0.09000
159,227,0.09000
160,250,0.09000
